year,age_group,gender,education_level,income_bracket,population_count
2010,65 to 80+,Female,"Some college, less than 4-yr degree",1500024999,152795.0
2010,65 to 80+,Female,"Some college, less than 4-yr degree",2500034999,73450.0
2010,65 to 80+,Female,"Some college, less than 4-yr degree",3500049999,55103.0
2010,65 to 80+,Female,"Some college, less than 4-yr degree",5000074999,41076.0
2010,65 to 80+,Female,"Some college, less than 4-yr degree",75000,30088.0
2010,65 to 80+,Female,Bachelor's degree or higher,,28702.0
2010,65 to 80+,Female,Bachelor's degree or higher,50009999,75754.0
2010,65 to 80+,Female,Bachelor's degree or higher,1000014999,82404.0
2010,65 to 80+,Female,Bachelor's degree or higher,1500024999,107427.0
2010,65 to 80+,Female,Bachelor's degree or higher,2500034999,65563.0
2010,65 to 80+,Female,Bachelor's degree or higher,3500049999,76520.0
2010,65 to 80+,Female,Bachelor's degree or higher,5000074999,78561.0
2010,65 to 80+,Female,Bachelor's degree or higher,75000,73833.0
2011,00 to 17,Male,Children under 15,,
2011,00 to 17,Male,No high school diploma,,679824.0
2011,00 to 17,Male,No high school diploma,50009999,22729.0
2011,00 to 17,Male,No high school diploma,1000014999,9049.0
2011,00 to 17,Male,No high school diploma,1500024999,10327.0
2011,00 to 17,Male,No high school diploma,2500034999,3220.0
2011,00 to 17,Male,No high school diploma,3500049999,1647.0
2011,00 to 17,Male,High school or equivalent,,5434.0
2011,00 to 17,Male,High school or equivalent,1000014999,1328.0
2011,00 to 17,Male,High school or equivalent,1500024999,1312.0
2011,00 to 17,Male,"Some college, less than 4-yr degree",,4421.0
2011,00 to 17,Male,"Some college, less than 4-yr degree",50009999,1324.0
2011,00 to 17,Male,"Some college, less than 4-yr degree",2500034999,1209.0
2011,00 to 17,Male,"Some college, less than 4-yr degree",75000,1618.0
2011,00 to 17,Male,Bachelor's degree or higher,,
2011,00 to 17,Male,Bachelor's degree or higher,1000014999,2394.0
2011,00 to 17,Female,No high school diploma,,634048.0
2011,00 to 17,Female,No high school diploma,50009999,25907.0
2011,00 to 17,Female,No high school diploma,1000014999,13283.0
2011,00 to 17,Female,High school or equivalent,,6903.0
2011,00 to 17,Female,High school or equivalent,1000014999,2561.0
2011,00 to 17,Female,"Some college, less than 4-yr degree",,4089.0
2011,00 to 17,Female,"Some college, less than 4-yr degree",50009999,4503.0
2011,00 to 17,Female,"Some college, less than 4-yr degree",5000074999,1614.0
2011,00 to 17,Female,Bachelor's degree or higher,,
2011,00 to 17,Female,Bachelor's degree or higher,1500024999,2859.0
2011,18 to 64,Male,No high school diploma,,359401.0
2011,18 to 64,Male,No high school diploma,50009999,177781.0
2011,18 to 64,Male,No high school diploma,1000014999,288850.0
2011,18 to 64,Male,No high school diploma,1500024999,546856.0
2011,18 to 64,Male,No high school diploma,2500034999,295383.0
2011,18 to 64,Male,No high school diploma,3500049999,175841.0
2011,18 to 64,Male,No high school diploma,5000074999,100776.0
2011,18 to 64,Male,No high school diploma,75000,38335.0
2011,18 to 64,Male,High school or equivalent,,450644.0
2011,18 to 64,Male,High school or equivalent,50009999,179616.0
2011,18 to 64,Male,High school or equivalent,1000014999,264534.0
2011,18 to 64,Male,High school or equivalent,1500024999,519889.0
2011,18 to 64,Male,High school or equivalent,2500034999,422294.0
2011,18 to 64,Male,High school or equivalent,3500049999,477882.0
2011,18 to 64,Male,High school or equivalent,5000074999,387890.0
2011,18 to 64,Male,High school or equivalent,75000,188373.0
2011,18 to 64,Male,"Some college, less than 4-yr degree",,331991.0
2011,18 to 64,Male,"Some college, less than 4-yr degree",50009999,231167.0
2011,18 to 64,Male,"Some college, less than 4-yr degree",1000014999,288293.0
2011,18 to 64,Male,"Some college, less than 4-yr degree",1500024999,412679.0
2011,18 to 64,Male,"Some college, less than 4-yr degree",2500034999,353200.0
2011,18 to 64,Male,"Some college, less than 4-yr degree",3500049999,480546.0
2011,18 to 64,Male,"Some college, less than 4-yr degree",5000074999,489968.0
2011,18 to 64,Male,"Some college, less than 4-yr degree",75000,462728.0
2011,18 to 64,Male,Bachelor's degree or higher,,113687.0
2011,18 to 64,Male,Bachelor's degree or higher,50009999,97326.0
2011,18 to 64,Male,Bachelor's degree or higher,1000014999,126768.0
2011,18 to 64,Male,Bachelor's degree or higher,1500024999,230412.0
2011,18 to 64,Male,Bachelor's degree or higher,2500034999,248724.0
2011,18 to 64,Male,Bachelor's degree or higher,3500049999,331666.0
2011,18 to 64,Male,Bachelor's degree or higher,5000074999,644826.0
2011,18 to 64,Male,Bachelor's degree or higher,75000,1396795.0
2011,18 to 64,Female,No high school diploma,,748885.0
2011,18 to 64,Female,No high school diploma,50009999,246973.0
2011,18 to 64,Female,No high school diploma,1000014999,273029.0
2011,18 to 64,Female,No high school diploma,1500024999,301428.0
2011,18 to 64,Female,No high school diploma,2500034999,91755.0
2011,18 to 64,Female,No high school diploma,3500049999,57985.0
2011,18 to 64,Female,No high school diploma,5000074999,18925.0
2011,18 to 64,Female,No high school diploma,75000,7168.0
2011,18 to 64,Female,High school or equivalent,,575559.0
2011,18 to 64,Female,High school or equivalent,50009999,291364.0
2011,18 to 64,Female,High school or equivalent,1000014999,305265.0
2011,18 to 64,Female,High school or equivalent,1500024999,425683.0
2011,18 to 64,Female,High school or equivalent,2500034999,323001.0
2011,18 to 64,Female,High school or equivalent,3500049999,311597.0
2011,18 to 64,Female,High school or equivalent,5000074999,139946.0
2011,18 to 64,Female,High school or equivalent,75000,51155.0
2011,18 to 64,Female,"Some college, less than 4-yr degree",,525597.0
2011,18 to 64,Female,"Some college, less than 4-yr degree",50009999,367713.0
2011,18 to 64,Female,"Some college, less than 4-yr degree",1000014999,368797.0
2011,18 to 64,Female,"Some college, less than 4-yr degree",1500024999,542492.0
2011,18 to 64,Female,"Some college, less than 4-yr degree",2500034999,460822.0
2011,18 to 64,Female,"Some college, less than 4-yr degree",3500049999,427109.0
2011,18 to 64,Female,"Some college, less than 4-yr degree",5000074999,323702.0
2011,18 to 64,Female,"Some college, less than 4-yr degree",75000,194826.0
2011,18 to 64,Female,Bachelor's degree or higher,,266304.0
2011,18 to 64,Female,Bachelor's degree or higher,50009999,121211.0
2011,18 to 64,Female,Bachelor's degree or higher,1000014999,170533.0
2011,18 to 64,Female,Bachelor's degree or higher,1500024999,314317.0
2011,18 to 64,Female,Bachelor's degree or higher,2500034999,286343.0
2011,18 to 64,Female,Bachelor's degree or higher,3500049999,483781.0
2011,18 to 64,Female,Bachelor's degree or higher,5000074999,676522.0
2011,18 to 64,Female,Bachelor's degree or higher,75000,777479.0
2011,65 to 80+,Male,No high school diploma,,27629.0
2011,65 to 80+,Male,No high school diploma,50009999,63343.0
2011,65 to 80+,Male,No high school diploma,1000014999,86809.0
2011,65 to 80+,Male,No high school diploma,1500024999,80402.0
2011,65 to 80+,Male,No high school diploma,2500034999,21236.0
2011,65 to 80+,Male,No high school diploma,3500049999,20806.0
2011,65 to 80+,Male,No high school diploma,5000074999,5966.0
2011,65 to 80+,Male,No high school diploma,75000,1686.0
2011,65 to 80+,Male,High school or equivalent,,25812.0
2011,65 to 80+,Male,High school or equivalent,50009999,16777.0
2011,65 to 80+,Male,High school or equivalent,1000014999,82082.0
2011,65 to 80+,Male,High school or equivalent,1500024999,107748.0
2011,65 to 80+,Male,High school or equivalent,2500034999,64250.0
2011,65 to 80+,Male,High school or equivalent,3500049999,34214.0
2011,65 to 80+,Male,High school or equivalent,5000074999,38236.0
2011,65 to 80+,Male,High school or equivalent,75000,9363.0
2011,65 to 80+,Male,"Some college, less than 4-yr degree",,15250.0
2011,65 to 80+,Male,"Some college, less than 4-yr degree",50009999,37367.0
2011,65 to 80+,Male,"Some college, less than 4-yr degree",1000014999,66646.0
2011,65 to 80+,Male,"Some college, less than 4-yr degree",1500024999,100794.0
2011,65 to 80+,Male,"Some college, less than 4-yr degree",2500034999,71541.0
2011,65 to 80+,Male,"Some college, less than 4-yr degree",3500049999,54755.0
2011,65 to 80+,Male,"Some college, less than 4-yr degree",5000074999,53447.0
2011,65 to 80+,Male,"Some college, less than 4-yr degree",75000,64832.0
2011,65 to 80+,Male,Bachelor's degree or higher,,21851.0
2011,65 to 80+,Male,Bachelor's degree or higher,50009999,28190.0
2011,65 to 80+,Male,Bachelor's degree or higher,1000014999,47668.0
2011,65 to 80+,Male,Bachelor's degree or higher,1500024999,106705.0
2011,65 to 80+,Male,Bachelor's degree or higher,2500034999,92725.0
2011,65 to 80+,Male,Bachelor's degree or higher,3500049999,87337.0
2011,65 to 80+,Male,Bachelor's degree or higher,5000074999,148745.0
2011,65 to 80+,Male,Bachelor's degree or higher,75000,175775.0
2011,65 to 80+,Female,No high school diploma,,77617.0
2011,65 to 80+,Female,No high school diploma,50009999,175975.0
2011,65 to 80+,Female,No high school diploma,1000014999,152780.0
2011,65 to 80+,Female,No high school diploma,1500024999,68997.0
2011,65 to 80+,Female,No high school diploma,2500034999,13821.0
2011,65 to 80+,Female,No high school diploma,3500049999,10588.0
2011,65 to 80+,Female,No high school diploma,5000074999,6419.0
2011,65 to 80+,Female,No high school diploma,75000,2190.0
2011,65 to 80+,Female,High school or equivalent,,43062.0
2011,65 to 80+,Female,High school or equivalent,50009999,140300.0
2011,65 to 80+,Female,High school or equivalent,1000014999,125104.0
2011,65 to 80+,Female,High school or equivalent,1500024999,148331.0
2011,65 to 80+,Female,High school or equivalent,2500034999,65587.0
2011,65 to 80+,Female,High school or equivalent,3500049999,52376.0
2011,65 to 80+,Female,High school or equivalent,5000074999,27438.0
2011,65 to 80+,Female,High school or equivalent,75000,10372.0
2011,65 to 80+,Female,"Some college, less than 4-yr degree",,29080.0
2011,65 to 80+,Female,"Some college, less than 4-yr degree",50009999,107745.0
2011,65 to 80+,Female,"Some college, less than 4-yr degree",1000014999,102391.0
2011,65 to 80+,Female,"Some college, less than 4-yr degree",1500024999,152093.0
2011,65 to 80+,Female,"Some college, less than 4-yr degree",2500034999,88513.0
2011,65 to 80+,Female,"Some college, less than 4-yr degree",3500049999,43331.0
2011,65 to 80+,Female,"Some college, less than 4-yr degree",5000074999,25292.0
2011,65 to 80+,Female,"Some college, less than 4-yr degree",75000,33485.0
2011,65 to 80+,Female,Bachelor's degree or higher,,25829.0
2011,65 to 80+,Female,Bachelor's degree or higher,50009999,49166.0
2011,65 to 80+,Female,Bachelor's degree or higher,1000014999,67525.0
2011,65 to 80+,Female,Bachelor's degree or higher,1500024999,114697.0
2011,65 to 80+,Female,Bachelor's degree or higher,2500034999,80989.0
2011,65 to 80+,Female,Bachelor's degree or higher,3500049999,58285.0
2011,65 to 80+,Female,Bachelor's degree or higher,5000074999,90812.0
2011,65 to 80+,Female,Bachelor's degree or higher,75000,75921.0
2012,00 to 17,Male,Children under 15,,
2012,00 to 17,Male,No high school diploma,,705113.0
2012,00 to 17,Male,No high school diploma,50009999,28609.0
2012,00 to 17,Male,No high school diploma,1000014999,4166.0
2012,00 to 17,Male,No high school diploma,1500024999,9647.0
2012,00 to 17,Male,No high school diploma,2500034999,1104.0
2012,00 to 17,Male,No high school diploma,3500049999,1636.0
2012,00 to 17,Male,High school or equivalent,,
2012,00 to 17,Male,"Some college, less than 4-yr degree",,
2012,00 to 17,Male,"Some college, less than 4-yr degree",1000014999,3208.0
2012,00 to 17,Male,Bachelor's degree or higher,,1680.0
2012,00 to 17,Female,Children under 15,,
2012,00 to 17,Female,No high school diploma,,641084.0
2012,00 to 17,Female,No high school diploma,50009999,27841.0
2012,00 to 17,Female,No high school diploma,1000014999,5318.0
2012,00 to 17,Female,No high school diploma,1500024999,2075.0
2012,00 to 17,Female,No high school diploma,75000,1553.0
2012,00 to 17,Female,High school or equivalent,,6291.0
2012,00 to 17,Female,"Some college, less than 4-yr degree",,4102.0
2012,00 to 17,Female,"Some college, less than 4-yr degree",50009999,1871.0
2012,00 to 17,Female,"Some college, less than 4-yr degree",1000014999,2046.0
2012,00 to 17,Female,"Some college, less than 4-yr degree",1500024999,1198.0
2012,00 to 17,Female,Bachelor's degree or higher,,
2012,00 to 17,Female,Bachelor's degree or higher,2500034999,1198.0
2012,18 to 64,Male,No high school diploma,,357363.0
2012,18 to 64,Male,No high school diploma,50009999,234399.0
2012,18 to 64,Male,No high school diploma,1000014999,296619.0
2012,18 to 64,Male,No high school diploma,1500024999,478466.0
2012,18 to 64,Male,No high school diploma,2500034999,285220.0
2012,18 to 64,Male,No high school diploma,3500049999,220388.0
2012,18 to 64,Male,No high school diploma,5000074999,85944.0
2012,18 to 64,Male,No high school diploma,75000,37162.0
2012,18 to 64,Male,High school or equivalent,,453889.0
2012,18 to 64,Male,High school or equivalent,50009999,223998.0
2012,18 to 64,Male,High school or equivalent,1000014999,291838.0
2012,18 to 64,Male,High school or equivalent,1500024999,533300.0
2012,18 to 64,Male,High school or equivalent,2500034999,403456.0
2012,18 to 64,Male,High school or equivalent,3500049999,430104.0
2012,18 to 64,Male,High school or equivalent,5000074999,387094.0
2012,18 to 64,Male,High school or equivalent,75000,168064.0
2012,18 to 64,Male,"Some college, less than 4-yr degree",,385337.0
2012,18 to 64,Male,"Some college, less than 4-yr degree",50009999,295051.0
2012,18 to 64,Male,"Some college, less than 4-yr degree",1000014999,254478.0
2012,18 to 64,Male,"Some college, less than 4-yr degree",1500024999,457806.0
2012,18 to 64,Male,"Some college, less than 4-yr degree",2500034999,366349.0
2012,18 to 64,Male,"Some college, less than 4-yr degree",3500049999,438565.0
2012,18 to 64,Male,"Some college, less than 4-yr degree",5000074999,449158.0
2012,18 to 64,Male,"Some college, less than 4-yr degree",75000,477728.0
2012,18 to 64,Male,Bachelor's degree or higher,,143162.0
2012,18 to 64,Male,Bachelor's degree or higher,50009999,84310.0
2012,18 to 64,Male,Bachelor's degree or higher,1000014999,92147.0
2012,18 to 64,Male,Bachelor's degree or higher,1500024999,226292.0
2012,18 to 64,Male,Bachelor's degree or higher,2500034999,229693.0
2012,18 to 64,Male,Bachelor's degree or higher,3500049999,402570.0
2012,18 to 64,Male,Bachelor's degree or higher,5000074999,552522.0
2012,18 to 64,Male,Bachelor's degree or higher,75000,1511773.0
2012,18 to 64,Female,No high school diploma,,719609.0
2012,18 to 64,Female,No high school diploma,50009999,279793.0
2012,18 to 64,Female,No high school diploma,1000014999,249688.0
2012,18 to 64,Female,No high school diploma,1500024999,335644.0
2012,18 to 64,Female,No high school diploma,2500034999,98037.0
2012,18 to 64,Female,No high school diploma,3500049999,31925.0
2012,18 to 64,Female,No high school diploma,5000074999,7581.0
2012,18 to 64,Female,No high school diploma,75000,4142.0
2012,18 to 64,Female,High school or equivalent,,569172.0
2012,18 to 64,Female,High school or equivalent,50009999,289183.0
2012,18 to 64,Female,High school or equivalent,1000014999,285836.0
2012,18 to 64,Female,High school or equivalent,1500024999,478261.0
2012,18 to 64,Female,High school or equivalent,2500034999,317656.0
2012,18 to 64,Female,High school or equivalent,3500049999,255299.0
2012,18 to 64,Female,High school or equivalent,5000074999,132765.0
2012,18 to 64,Female,High school or equivalent,75000,55907.0
2012,18 to 64,Female,"Some college, less than 4-yr degree",,544361.0
2012,18 to 64,Female,"Some college, less than 4-yr degree",50009999,375121.0
2012,18 to 64,Female,"Some college, less than 4-yr degree",1000014999,364362.0
2012,18 to 64,Female,"Some college, less than 4-yr degree",1500024999,609758.0
2012,18 to 64,Female,"Some college, less than 4-yr degree",2500034999,456854.0
2012,18 to 64,Female,"Some college, less than 4-yr degree",3500049999,471354.0
2012,18 to 64,Female,"Some college, less than 4-yr degree",5000074999,340166.0
2012,18 to 64,Female,"Some college, less than 4-yr degree",75000,200267.0
2012,18 to 64,Female,Bachelor's degree or higher,,337101.0
2012,18 to 64,Female,Bachelor's degree or higher,50009999,181728.0
2012,18 to 64,Female,Bachelor's degree or higher,1000014999,147701.0
2012,18 to 64,Female,Bachelor's degree or higher,1500024999,283574.0
2012,18 to 64,Female,Bachelor's degree or higher,2500034999,310527.0
2012,18 to 64,Female,Bachelor's degree or higher,3500049999,485498.0
2012,18 to 64,Female,Bachelor's degree or higher,5000074999,684421.0
2012,18 to 64,Female,Bachelor's degree or higher,75000,829905.0
2012,65 to 80+,Male,No high school diploma,,43797.0
2012,65 to 80+,Male,No high school diploma,50009999,66775.0
2012,65 to 80+,Male,No high school diploma,1000014999,87788.0
2012,65 to 80+,Male,No high school diploma,1500024999,75781.0
2012,65 to 80+,Male,No high school diploma,2500034999,38125.0
2012,65 to 80+,Male,No high school diploma,3500049999,19530.0
2012,65 to 80+,Male,No high school diploma,5000074999,12515.0
2012,65 to 80+,Male,No high school diploma,75000,7813.0
2012,65 to 80+,Male,High school or equivalent,,
2012,65 to 80+,Male,High school or equivalent,50009999,34505.0
2012,65 to 80+,Male,High school or equivalent,1000014999,42768.0
2012,65 to 80+,Male,High school or equivalent,1500024999,122757.0
2012,65 to 80+,Male,High school or equivalent,2500034999,63083.0
2012,65 to 80+,Male,High school or equivalent,3500049999,62391.0
2012,65 to 80+,Male,High school or equivalent,5000074999,21505.0
2012,65 to 80+,Male,High school or equivalent,75000,21430.0
2012,65 to 80+,Male,"Some college, less than 4-yr degree",,6274.0
2012,65 to 80+,Male,"Some college, less than 4-yr degree",50009999,27496.0
2012,65 to 80+,Male,"Some college, less than 4-yr degree",1000014999,62706.0
2012,65 to 80+,Male,"Some college, less than 4-yr degree",1500024999,106452.0
2012,65 to 80+,Male,"Some college, less than 4-yr degree",2500034999,81133.0
2012,65 to 80+,Male,"Some college, less than 4-yr degree",3500049999,74258.0
2012,65 to 80+,Male,"Some college, less than 4-yr degree",5000074999,61326.0
2012,65 to 80+,Male,"Some college, less than 4-yr degree",75000,59412.0
2012,65 to 80+,Male,Bachelor's degree or higher,,14562.0
2012,65 to 80+,Male,Bachelor's degree or higher,50009999,16823.0
2012,65 to 80+,Male,Bachelor's degree or higher,1000014999,39590.0
2012,65 to 80+,Male,Bachelor's degree or higher,1500024999,106794.0
2012,65 to 80+,Male,Bachelor's degree or higher,2500034999,107542.0
2012,65 to 80+,Male,Bachelor's degree or higher,3500049999,91063.0
2012,65 to 80+,Male,Bachelor's degree or higher,5000074999,136530.0
2012,65 to 80+,Male,Bachelor's degree or higher,75000,207930.0
2012,65 to 80+,Female,No high school diploma,,78939.0
2012,65 to 80+,Female,No high school diploma,50009999,171363.0
2012,65 to 80+,Female,No high school diploma,1000014999,128893.0
2012,65 to 80+,Female,No high school diploma,1500024999,93246.0
2012,65 to 80+,Female,No high school diploma,2500034999,8966.0
2012,65 to 80+,Female,No high school diploma,3500049999,9325.0
2012,65 to 80+,Female,No high school diploma,5000074999,9308.0
2012,65 to 80+,Female,High school or equivalent,,40812.0
2012,65 to 80+,Female,High school or equivalent,50009999,138731.0
2012,65 to 80+,Female,High school or equivalent,1000014999,168905.0
2012,65 to 80+,Female,High school or equivalent,1500024999,202994.0
2012,65 to 80+,Female,High school or equivalent,2500034999,65999.0
2012,65 to 80+,Female,High school or equivalent,3500049999,43410.0
2012,65 to 80+,Female,High school or equivalent,5000074999,35359.0
2012,65 to 80+,Female,High school or equivalent,75000,26205.0
2012,65 to 80+,Female,"Some college, less than 4-yr degree",,28392.0
2012,65 to 80+,Female,"Some college, less than 4-yr degree",50009999,57101.0
2012,65 to 80+,Female,"Some college, less than 4-yr degree",1000014999,103317.0
2012,65 to 80+,Female,"Some college, less than 4-yr degree",1500024999,146503.0
2012,65 to 80+,Female,"Some college, less than 4-yr degree",2500034999,84364.0
2012,65 to 80+,Female,"Some college, less than 4-yr degree",3500049999,34919.0
2012,65 to 80+,Female,"Some college, less than 4-yr degree",5000074999,43737.0
2012,65 to 80+,Female,"Some college, less than 4-yr degree",75000,23888.0
2012,65 to 80+,Female,Bachelor's degree or higher,,11184.0
2012,65 to 80+,Female,Bachelor's degree or higher,50009999,61123.0
2012,65 to 80+,Female,Bachelor's degree or higher,1000014999,71204.0
2012,65 to 80+,Female,Bachelor's degree or higher,1500024999,81556.0
2012,65 to 80+,Female,Bachelor's degree or higher,2500034999,68744.0
2012,65 to 80+,Female,Bachelor's degree or higher,3500049999,99010.0
2012,65 to 80+,Female,Bachelor's degree or higher,5000074999,75288.0
2012,65 to 80+,Female,Bachelor's degree or higher,75000,71088.0
2013,00 to 17,Male,Children under 15,,
2013,00 to 17,Male,No high school diploma,,660627.0
2013,00 to 17,Male,No high school diploma,50009999,14929.0
2013,00 to 17,Male,No high school diploma,1000014999,4907.0
2013,00 to 17,Male,No high school diploma,1500024999,6336.0
2013,00 to 17,Male,No high school diploma,2500034999,1435.0
2013,00 to 17,Male,High school or equivalent,,
2013,00 to 17,Male,High school or equivalent,50009999,1405.0
2013,00 to 17,Male,"Some college, less than 4-yr degree",50009999,
2013,00 to 17,Male,"Some college, less than 4-yr degree",1000014999,2212.0
2013,00 to 17,Female,Children under 15,,
2013,00 to 17,Female,No high school diploma,,652219.0
2013,00 to 17,Female,No high school diploma,50009999,21792.0
2013,00 to 17,Female,No high school diploma,1000014999,10299.0
2013,00 to 17,Female,No high school diploma,1500024999,5073.0
2013,00 to 17,Female,High school or equivalent,,8651.0
2013,00 to 17,Female,High school or equivalent,50009999,8226.0
2013,00 to 17,Female,"Some college, less than 4-yr degree",,4419.0
2013,00 to 17,Female,"Some college, less than 4-yr degree",1000014999,1956.0
2013,00 to 17,Female,"Some college, less than 4-yr degree",1500024999,1689.0
2013,00 to 17,Female,"Some college, less than 4-yr degree",3500049999,1283.0
2013,00 to 17,Female,Bachelor's degree or higher,1500024999,
2013,18 to 64,Male,No high school diploma,,348812.0
2013,18 to 64,Male,No high school diploma,50009999,209881.0
2013,18 to 64,Male,No high school diploma,1000014999,248722.0
2013,18 to 64,Male,No high school diploma,1500024999,473160.0
2013,18 to 64,Male,No high school diploma,2500034999,287918.0
2013,18 to 64,Male,No high school diploma,3500049999,163709.0
2013,18 to 64,Male,No high school diploma,5000074999,86281.0
2013,18 to 64,Male,No high school diploma,75000,30760.0
2013,18 to 64,Male,High school or equivalent,,372961.0
2013,18 to 64,Male,High school or equivalent,50009999,184943.0
2013,18 to 64,Male,High school or equivalent,1000014999,258773.0
2013,18 to 64,Male,High school or equivalent,1500024999,425530.0
2013,18 to 64,Male,High school or equivalent,2500034999,438925.0
2013,18 to 64,Male,High school or equivalent,3500049999,456199.0
2013,18 to 64,Male,High school or equivalent,5000074999,334524.0
2013,18 to 64,Male,High school or equivalent,75000,235147.0
2013,18 to 64,Male,"Some college, less than 4-yr degree",,356010.0
2013,18 to 64,Male,"Some college, less than 4-yr degree",50009999,258589.0
2013,18 to 64,Male,"Some college, less than 4-yr degree",1000014999,287720.0
2013,18 to 64,Male,"Some college, less than 4-yr degree",1500024999,502982.0
2013,18 to 64,Male,"Some college, less than 4-yr degree",2500034999,432793.0
2013,18 to 64,Male,"Some college, less than 4-yr degree",3500049999,473400.0
2013,18 to 64,Male,"Some college, less than 4-yr degree",5000074999,449846.0
2013,18 to 64,Male,"Some college, less than 4-yr degree",75000,490899.0
2013,18 to 64,Male,Bachelor's degree or higher,,138459.0
2013,18 to 64,Male,Bachelor's degree or higher,50009999,67986.0
2013,18 to 64,Male,Bachelor's degree or higher,1000014999,125136.0
2013,18 to 64,Male,Bachelor's degree or higher,1500024999,252257.0
2013,18 to 64,Male,Bachelor's degree or higher,2500034999,282909.0
2013,18 to 64,Male,Bachelor's degree or higher,3500049999,405494.0
2013,18 to 64,Male,Bachelor's degree or higher,5000074999,599541.0
2013,18 to 64,Male,Bachelor's degree or higher,75000,1643095.0
2013,18 to 64,Female,No high school diploma,,637445.0
2013,18 to 64,Female,No high school diploma,50009999,225537.0
2013,18 to 64,Female,No high school diploma,1000014999,229231.0
2013,18 to 64,Female,No high school diploma,1500024999,284092.0
2013,18 to 64,Female,No high school diploma,2500034999,99143.0
2013,18 to 64,Female,No high school diploma,3500049999,52571.0
2013,18 to 64,Female,No high school diploma,5000074999,15944.0
2013,18 to 64,Female,No high school diploma,75000,3886.0
2013,18 to 64,Female,High school or equivalent,,664769.0
2013,18 to 64,Female,High school or equivalent,50009999,245728.0
2013,18 to 64,Female,High school or equivalent,1000014999,265604.0
2013,18 to 64,Female,High school or equivalent,1500024999,466935.0
2013,18 to 64,Female,High school or equivalent,2500034999,293672.0
2013,18 to 64,Female,High school or equivalent,3500049999,238689.0
2013,18 to 64,Female,High school or equivalent,5000074999,134465.0
2013,18 to 64,Female,High school or equivalent,75000,61381.0
2013,18 to 64,Female,"Some college, less than 4-yr degree",,531822.0
2013,18 to 64,Female,"Some college, less than 4-yr degree",50009999,380107.0
2013,18 to 64,Female,"Some college, less than 4-yr degree",1000014999,384072.0
2013,18 to 64,Female,"Some college, less than 4-yr degree",1500024999,617513.0
2013,18 to 64,Female,"Some college, less than 4-yr degree",2500034999,453189.0
2013,18 to 64,Female,"Some college, less than 4-yr degree",3500049999,497833.0
2013,18 to 64,Female,"Some college, less than 4-yr degree",5000074999,399381.0
2013,18 to 64,Female,"Some college, less than 4-yr degree",75000,200690.0
2013,18 to 64,Female,Bachelor's degree or higher,,325064.0
2013,18 to 64,Female,Bachelor's degree or higher,50009999,199405.0
2013,18 to 64,Female,Bachelor's degree or higher,1000014999,160795.0
2013,18 to 64,Female,Bachelor's degree or higher,1500024999,350595.0
2013,18 to 64,Female,Bachelor's degree or higher,2500034999,340393.0
2013,18 to 64,Female,Bachelor's degree or higher,3500049999,510047.0
2013,18 to 64,Female,Bachelor's degree or higher,5000074999,675331.0
2013,18 to 64,Female,Bachelor's degree or higher,75000,917079.0
2013,65 to 80+,Male,No high school diploma,,32602.0
2013,65 to 80+,Male,No high school diploma,50009999,75138.0
2013,65 to 80+,Male,No high school diploma,1000014999,102504.0
2013,65 to 80+,Male,No high school diploma,1500024999,59541.0
2013,65 to 80+,Male,No high school diploma,2500034999,23400.0
2013,65 to 80+,Male,No high school diploma,3500049999,21275.0
2013,65 to 80+,Male,No high school diploma,5000074999,24001.0
2013,65 to 80+,Male,High school or equivalent,,13764.0
2013,65 to 80+,Male,High school or equivalent,50009999,41378.0
2013,65 to 80+,Male,High school or equivalent,1000014999,53241.0
2013,65 to 80+,Male,High school or equivalent,1500024999,112400.0
2013,65 to 80+,Male,High school or equivalent,2500034999,74106.0
2013,65 to 80+,Male,High school or equivalent,3500049999,52529.0
2013,65 to 80+,Male,High school or equivalent,5000074999,26962.0
2013,65 to 80+,Male,High school or equivalent,75000,26720.0
2013,65 to 80+,Male,"Some college, less than 4-yr degree",,4295.0
2013,65 to 80+,Male,"Some college, less than 4-yr degree",50009999,21398.0
2013,65 to 80+,Male,"Some college, less than 4-yr degree",1000014999,38857.0
2013,65 to 80+,Male,"Some college, less than 4-yr degree",1500024999,121937.0
2013,65 to 80+,Male,"Some college, less than 4-yr degree",2500034999,90111.0
2013,65 to 80+,Male,"Some college, less than 4-yr degree",3500049999,86950.0
2013,65 to 80+,Male,"Some college, less than 4-yr degree",5000074999,72542.0
2013,65 to 80+,Male,"Some college, less than 4-yr degree",75000,70476.0
2013,65 to 80+,Male,Bachelor's degree or higher,,24761.0
2013,65 to 80+,Male,Bachelor's degree or higher,50009999,33040.0
2013,65 to 80+,Male,Bachelor's degree or higher,1000014999,40105.0
2013,65 to 80+,Male,Bachelor's degree or higher,1500024999,125756.0
2013,65 to 80+,Male,Bachelor's degree or higher,2500034999,89569.0
2013,65 to 80+,Male,Bachelor's degree or higher,3500049999,88804.0
2013,65 to 80+,Male,Bachelor's degree or higher,5000074999,122689.0
2013,65 to 80+,Male,Bachelor's degree or higher,75000,250033.0
2013,65 to 80+,Female,No high school diploma,,70893.0
2013,65 to 80+,Female,No high school diploma,50009999,150694.0
2013,65 to 80+,Female,No high school diploma,1000014999,177955.0
2013,65 to 80+,Female,No high school diploma,1500024999,46652.0
2013,65 to 80+,Female,No high school diploma,2500034999,11131.0
